,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Comoros,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
"Congo, Democratic Republic",1129.0,4.0,0.0,17.0,0.0,59.0,30.0,35.0,,,18.0,76.0,0.0,0.0,65.0,8.0,13.0,,4.0,,8.0,111.0,82.0,12.0,28.0,0.0,20.0,0.0,7.0,0.0,22.0,21.0,0.0,76.0,94.0,0.0,28.0,0.0,5.0,15.0,11.0,0.0,3.0,10.0,138.0,0.0,,7.0,8.0,58.0,18.0,3.0,9.0,0.0,0
"Congo, Republic",972.0,3.0,0.0,9.0,0.0,42.0,30.0,34.0,3.0,7.0,13.0,79.0,0.0,0.0,44.0,3.0,,,18.0,,9.0,82.0,35.0,18.0,13.0,0.0,10.0,0.0,8.0,3.0,7.0,23.0,,90.0,110.0,0.0,35.0,3.0,7.0,9.0,,,,14.0,132.0,0.0,0.0,8.0,8.0,36.0,13.0,0.0,3.0,0.0,0
Cook Islands,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Costa Rica,2540.0,,,31.0,9.0,281.0,17.0,36.0,7.0,9.0,618.0,100.0,3.0,,32.0,25.0,,3.0,4.0,15.0,6.0,36.0,47.0,16.0,9.0,8.0,9.0,,,28.0,3.0,430.0,7.0,198.0,126.0,0.0,26.0,3.0,20.0,60.0,,42.0,0.0,34.0,108.0,0.0,26.0,11.0,,49.0,23.0,3.0,9.0,0.0,0
Cote d'Ivoire,1193.0,5.0,0.0,12.0,,58.0,23.0,8.0,10.0,8.0,20.0,98.0,0.0,,20.0,12.0,,,,6.0,3.0,137.0,29.0,21.0,14.0,0.0,17.0,0.0,,8.0,0.0,61.0,0.0,344.0,34.0,,23.0,,,60.0,8.0,5.0,,9.0,48.0,,0.0,4.0,,38.0,26.0,,6.0,,0
Croatia,482.0,,,9.0,,70.0,3.0,4.0,,3.0,34.0,11.0,,0.0,41.0,12.0,7.0,4.0,,3.0,,7.0,17.0,12.0,5.0,,22.0,0.0,,5.0,0.0,29.0,,61.0,4.0,0.0,18.0,0.0,,15.0,0.0,,,7.0,26.0,0.0,0.0,6.0,,6.0,7.0,,13.0,0.0,0
Cuba,29104.0,22.0,4.0,335.0,,370.0,31.0,45.0,,7.0,23605.0,203.0,,6.0,112.0,13.0,4.0,5.0,434.0,102.0,,36.0,27.0,153.0,7.0,18.0,54.0,,10.0,774.0,5.0,672.0,88.0,410.0,106.0,,18.0,5.0,94.0,153.0,4.0,11.0,0.0,102.0,641.0,0.0,133.0,46.0,,178.0,39.0,0.0,13.0,,0
Cyprus,137.0,0.0,0.0,6.0,0.0,20.0,,3.0,0.0,,19.0,0.0,0.0,0.0,,,0.0,4.0,,,0.0,7.0,7.0,,,0.0,0.0,0.0,0.0,,0.0,5.0,,37.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0
Czech Republic,287.0,,,5.0,,35.0,10.0,5.0,0.0,9.0,31.0,7.0,0.0,0.0,9.0,,3.0,,0.0,,,9.0,13.0,5.0,6.0,,4.0,0.0,,4.0,,11.0,0.0,35.0,4.0,0.0,7.0,0.0,7.0,7.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,,0.0,7.0,20.0,0.0,3.0,4.0,0
"Czechoslovakia, former",927.0,8.0,0.0,7.0,6.0,122.0,26.0,21.0,,8.0,162.0,39.0,7.0,4.0,83.0,3.0,,4.0,5.0,8.0,,20.0,26.0,7.0,7.0,,7.0,3.0,,10.0,0.0,46.0,7.0,96.0,26.0,,9.0,3.0,10.0,20.0,0.0,10.0,0.0,18.0,18.0,0.0,,5.0,,29.0,11.0,,14.0,0.0,0
Denmark,517.0,,0.0,11.0,,111.0,16.0,8.0,0.0,5.0,26.0,25.0,0.0,8.0,17.0,14.0,0.0,4.0,3.0,3.0,0.0,10.0,6.0,10.0,3.0,0.0,,,3.0,5.0,,26.0,,47.0,16.0,0.0,7.0,,6.0,11.0,0.0,4.0,0.0,5.0,31.0,,0.0,4.0,0.0,4.0,42.0,3.0,14.0,0.0,0
Djibouti,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,3.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Dominica,428.0,0.0,,,0.0,,0.0,6.0,0.0,0.0,75.0,19.0,0.0,0.0,3.0,3.0,,0.0,0.0,0.0,0.0,4.0,11.0,,,,,0.0,0.0,,0.0,28.0,0.0,139.0,,0.0,,0.0,0.0,4.0,,,0.0,,22.0,0.0,88.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0
Dominican Republic,28024.0,16.0,30.0,47.0,5.0,114.0,14.0,398.0,26.0,44.0,2504.0,184.0,3.0,4.0,70.0,29.0,3.0,7.0,9.0,35.0,10.0,231.0,2056.0,92.0,14.0,,29.0,,3.0,24.0,82.0,4200.0,5.0,13656.0,135.0,0.0,83.0,5.0,8.0,905.0,657.0,22.0,0.0,18.0,180.0,0.0,1869.0,17.0,4.0,108.0,26.0,0.0,38.0,,0
Ecuador,12248.0,12.0,6.0,46.0,9.0,492.0,21.0,494.0,6.0,9.0,1836.0,149.0,5.0,3.0,339.0,10.0,12.0,14.0,16.0,10.0,8.0,124.0,127.0,16.0,98.0,7.0,17.0,,8.0,46.0,13.0,2232.0,12.0,4967.0,209.0,0.0,49.0,13.0,16.0,223.0,23.0,35.0,0.0,36.0,215.0,,23.0,71.0,,107.0,26.0,3.0,31.0,0.0,0
Egypt,9267.0,18.0,3.0,58.0,16.0,1495.0,21.0,81.0,31.0,23.0,521.0,92.0,5.0,13.0,199.0,42.0,8.0,37.0,26.0,28.0,12.0,129.0,269.0,168.0,104.0,9.0,26.0,0.0,15.0,18.0,18.0,1798.0,,1456.0,165.0,6.0,196.0,23.0,48.0,387.0,11.0,69.0,10.0,681.0,290.0,,,4.0,,493.0,107.0,7.0,25.0,0.0,0
El Salvador,21127.0,16.0,30.0,153.0,150.0,7142.0,124.0,45.0,15.0,290.0,723.0,317.0,14.0,6.0,186.0,79.0,64.0,74.0,23.0,18.0,8.0,1542.0,648.0,22.0,95.0,7.0,45.0,,98.0,413.0,8.0,630.0,15.0,1869.0,360.0,,32.0,25.0,56.0,83.0,47.0,25.0,9.0,95.0,3258.0,0.0,11.0,103.0,,1975.0,134.0,20.0,20.0,,0
Equatorial Guinea,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Eritrea,1081.0,,0.0,10.0,0.0,188.0,55.0,,4.0,30.0,21.0,69.0,0.0,0.0,25.0,21.0,,,,3.0,,87.0,19.0,11.0,48.0,0.0,12.0,,0.0,34.0,0.0,8.0,,24.0,34.0,0.0,41.0,3.0,10.0,11.0,,,,8.0,77.0,0.0,0.0,3.0,0.0,117.0,91.0,0.0,5.0,0.0,0
Estonia,368.0,,0.0,,3.0,46.0,4.0,5.0,,,64.0,13.0,0.0,0.0,10.0,4.0,0.0,,4.0,0.0,0.0,18.0,10.0,7.0,6.0,3.0,4.0,0.0,0.0,5.0,,21.0,0.0,58.0,4.0,0.0,9.0,,5.0,9.0,0.0,4.0,,,5.0,0.0,0.0,,,10.0,14.0,0.0,7.0,0.0,0
Ethiopia,12786.0,22.0,15.0,151.0,6.0,1437.0,556.0,37.0,8.0,445.0,190.0,865.0,10.0,22.0,287.0,88.0,36.0,90.0,35.0,28.0,12.0,1451.0,348.0,135.0,971.0,5.0,127.0,8.0,24.0,399.0,25.0,114.0,9.0,312.0,190.0,11.0,301.0,30.0,165.0,182.0,19.0,23.0,56.0,221.0,991.0,,,49.0,14.0,1333.0,815.0,8.0,101.0,4.0,0
Fiji,1637.0,,,9.0,0.0,1275.0,3.0,,0.0,0.0,12.0,6.0,14.0,,,,,4.0,,0.0,0.0,3.0,11.0,3.0,5.0,,12.0,5.0,3.0,12.0,0.0,5.0,0.0,8.0,,0.0,3.0,0.0,79.0,0.0,,0.0,0.0,0.0,17.0,0.0,0.0,8.0,0.0,3.0,122.0,0.0,0.0,0.0,0
Finland,426.0,,0.0,11.0,0.0,112.0,5.0,6.0,0.0,,29.0,26.0,,0.0,14.0,,0.0,,0.0,0.0,,6.0,25.0,4.0,8.0,0.0,,,0.0,,,12.0,3.0,26.0,4.0,0.0,5.0,,,5.0,0.0,0.0,0.0,9.0,66.0,0.0,0.0,6.0,0.0,9.0,12.0,,3.0,,0
France,3423.0,6.0,3.0,52.0,4.0,762.0,44.0,70.0,6.0,37.0,382.0,84.0,12.0,12.0,86.0,18.0,9.0,12.0,6.0,16.0,10.0,75.0,130.0,79.0,41.0,0.0,20.0,8.0,7.0,36.0,12.0,130.0,10.0,555.0,48.0,,57.0,13.0,21.0,81.0,13.0,24.0,,19.0,212.0,0.0,7.0,13.0,,66.0,81.0,4.0,22.0,3.0,0
French Guiana,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
French Polynesia,27.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,14.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
Gabon,95.0,,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,3.0,12.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,16.0,3.0,,3.0,0.0,0.0,0.0,,,0.0,6.0,0.0,15.0,4.0,0.0,6.0,,0.0,,0.0,4.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gambia,826.0,,13.0,3.0,,24.0,,3.0,,,11.0,75.0,0.0,,5.0,0.0,5.0,11.0,14.0,0.0,,61.0,19.0,22.0,29.0,3.0,7.0,0.0,,0.0,0.0,19.0,0.0,204.0,48.0,0.0,43.0,0.0,9.0,23.0,15.0,,0.0,28.0,20.0,0.0,0.0,0.0,0.0,9.0,72.0,0.0,16.0,0.0,0
Georgia,1554.0,,,14.0,0.0,295.0,23.0,16.0,0.0,3.0,58.0,36.0,0.0,17.0,45.0,17.0,0.0,3.0,11.0,3.0,0.0,31.0,24.0,16.0,4.0,,9.0,,,9.0,7.0,163.0,0.0,466.0,11.0,0.0,21.0,,9.0,93.0,3.0,6.0,,4.0,17.0,0.0,0.0,7.0,0.0,12.0,82.0,0.0,7.0,0.0,0
Germany,7582.0,98.0,18.0,143.0,39.0,1262.0,125.0,124.0,16.0,25.0,702.0,277.0,46.0,13.0,268.0,72.0,49.0,44.0,76.0,43.0,22.0,121.0,225.0,250.0,95.0,24.0,94.0,21.0,21.0,58.0,37.0,268.0,57.0,743.0,178.0,17.0,160.0,52.0,106.0,245.0,17.0,91.0,6.0,83.0,492.0,4.0,14.0,37.0,11.0,234.0,239.0,14.0,93.0,13.0,0
Ghana,7610.0,11.0,0.0,39.0,8.0,265.0,95.0,147.0,46.0,34.0,144.0,454.0,4.0,4.0,281.0,36.0,25.0,13.0,35.0,11.0,5.0,524.0,520.0,70.0,103.0,6.0,39.0,,21.0,21.0,10.0,708.0,8.0,1681.0,174.0,3.0,501.0,59.0,24.0,162.0,30.0,15.0,,73.0,341.0,0.0,0.0,15.0,12.0,740.0,61.0,,28.0,0.0,0
Gibraltar,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Greece,882.0,0.0,0.0,4.0,0.0,120.0,5.0,23.0,4.0,,66.0,18.0,,0.0,46.0,4.0,0.0,,0.0,6.0,,13.0,94.0,22.0,4.0,0.0,5.0,0.0,,8.0,6.0,48.0,,226.0,12.0,0.0,19.0,3.0,,34.0,3.0,5.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,8.0,0.0,0
Grenada,751.0,3.0,0.0,0.0,,7.0,,3.0,3.0,,51.0,16.0,0.0,,3.0,,0.0,0.0,,0.0,0.0,26.0,11.0,,0.0,0.0,4.0,0.0,0.0,,0.0,30.0,0.0,513.0,6.0,0.0,,0.0,,8.0,,4.0,0.0,4.0,27.0,0.0,8.0,0.0,0.0,7.0,,,0.0,0.0,0
Guadeloupe,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0
Guatemala,17908.0,112.0,16.0,208.0,87.0,5458.0,177.0,243.0,58.0,51.0,1382.0,367.0,34.0,32.0,601.0,207.0,107.0,81.0,161.0,132.0,30.0,438.0,583.0,279.0,282.0,44.0,202.0,14.0,163.0,298.0,30.0,641.0,53.0,1026.0,335.0,9.0,311.0,120.0,239.0,368.0,346.0,110.0,36.0,238.0,917.0,0.0,12.0,108.0,14.0,646.0,225.0,22.0,250.0,5.0,0
Guinea,1088.0,5.0,0.0,8.0,0.0,23.0,11.0,13.0,10.0,5.0,18.0,90.0,0.0,0.0,12.0,20.0,,,,5.0,0.0,82.0,27.0,20.0,35.0,,7.0,0.0,0.0,,4.0,34.0,,396.0,15.0,0.0,50.0,,6.0,67.0,10.0,,,30.0,25.0,0.0,0.0,,,31.0,9.0,0.0,5.0,0.0,0
Guinea-Bissau,25.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
Guyana,5726.0,6.0,0.0,9.0,,43.0,5.0,102.0,16.0,24.0,546.0,132.0,,,24.0,7.0,3.0,0.0,7.0,8.0,,114.0,33.0,10.0,111.0,3.0,5.0,0.0,0.0,4.0,,457.0,,3775.0,26.0,0.0,16.0,5.0,,58.0,,28.0,0.0,21.0,64.0,0.0,6.0,,,37.0,5.0,0.0,3.0,0.0,0
Haiti,30405.0,11.0,,26.0,,120.0,29.0,556.0,81.0,9.0,17499.0,438.0,,3.0,155.0,38.0,0.0,14.0,32.0,27.0,10.0,290.0,2269.0,34.0,25.0,4.0,52.0,7.0,10.0,17.0,24.0,2301.0,,5226.0,74.0,5.0,44.0,3.0,25.0,472.0,111.0,8.0,3.0,41.0,82.0,,80.0,13.0,,84.0,40.0,,4.0,0.0,0
Honduras,7646.0,19.0,10.0,73.0,25.0,1049.0,46.0,55.0,3.0,36.0,1777.0,170.0,,5.0,149.0,48.0,16.0,26.0,24.0,233.0,,218.0,194.0,35.0,26.0,12.0,40.0,,29.0,62.0,5.0,441.0,4.0,911.0,195.0,0.0,37.0,38.0,14.0,82.0,11.0,66.0,3.0,75.0,831.0,,22.0,32.0,,411.0,48.0,,29.0,,0
Hong Kong,3527.0,3.0,3.0,56.0,,1502.0,18.0,26.0,,,68.0,40.0,53.0,8.0,99.0,13.0,6.0,8.0,3.0,16.0,0.0,56.0,140.0,55.0,12.0,3.0,18.0,,5.0,33.0,,173.0,5.0,579.0,36.0,0.0,30.0,,38.0,67.0,3.0,,0.0,19.0,124.0,0.0,7.0,23.0,3.0,24.0,137.0,0.0,6.0,0.0,0
Hungary,1266.0,4.0,0.0,18.0,0.0,208.0,16.0,37.0,4.0,5.0,245.0,28.0,3.0,0.0,22.0,15.0,,3.0,4.0,6.0,6.0,20.0,33.0,10.0,13.0,,9.0,0.0,,34.0,,83.0,,211.0,16.0,0.0,20.0,4.0,18.0,33.0,5.0,6.0,,6.0,38.0,0.0,,4.0,3.0,30.0,30.0,0.0,4.0,0.0,0
Iceland,95.0,0.0,,,0.0,29.0,3.0,3.0,0.0,0.0,14.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,9.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,,0.0,0.0,,,,,0.0,0.0,,0
India,65353.0,256.0,20.0,726.0,155.0,12820.0,397.0,1173.0,309.0,30.0,2828.0,2850.0,25.0,40.0,5096.0,561.0,235.0,297.0,280.0,194.0,46.0,1617.0,1681.0,2173.0,573.0,215.0,497.0,15.0,209.0,245.0,271.0,7477.0,96.0,5371.0,1469.0,35.0,1307.0,278.0,334.0,2465.0,104.0,343.0,31.0,666.0,4681.0,0.0,43.0,107.0,49.0,2387.0,1544.0,40.0,675.0,17.0,0
Indonesia,3716.0,6.0,9.0,30.0,9.0,1344.0,78.0,23.0,5.0,12.0,92.0,102.0,24.0,6.0,82.0,17.0,6.0,9.0,12.0,11.0,6.0,87.0,35.0,32.0,36.0,7.0,12.0,,4.0,44.0,55.0,109.0,3.0,460.0,52.0,0.0,49.0,30.0,42.0,260.0,4.0,13.0,3.0,12.0,201.0,0.0,3.0,13.0,,100.0,134.0,6.0,18.0,5.0,0
Iran,10460.0,39.0,0.0,153.0,8.0,5252.0,98.0,52.0,10.0,12.0,344.0,267.0,,16.0,232.0,36.0,15.0,40.0,40.0,39.0,13.0,319.0,152.0,109.0,65.0,7.0,77.0,,11.0,101.0,7.0,172.0,24.0,359.0,104.0,,115.0,56.0,80.0,125.0,7.0,20.0,0.0,122.0,818.0,0.0,0.0,94.0,3.0,521.0,262.0,21.0,34.0,4.0,0
Iraq,3765.0,26.0,0.0,126.0,6.0,764.0,32.0,11.0,6.0,13.0,66.0,39.0,7.0,4.0,278.0,13.0,8.0,10.0,26.0,7.0,28.0,29.0,19.0,1387.0,18.0,,45.0,0.0,32.0,26.0,,26.0,12.0,64.0,26.0,,50.0,17.0,21.0,39.0,8.0,19.0,6.0,88.0,129.0,0.0,,9.0,0.0,153.0,54.0,4.0,7.0,,0
Ireland,1503.0,5.0,,21.0,4.0,237.0,10.0,28.0,,5.0,101.0,25.0,,,86.0,11.0,5.0,5.0,15.0,3.0,5.0,25.0,168.0,14.0,8.0,3.0,6.0,0.0,0.0,4.0,13.0,93.0,,307.0,29.0,4.0,14.0,4.0,15.0,68.0,8.0,4.0,0.0,11.0,59.0,0.0,0.0,,0.0,30.0,25.0,3.0,11.0,,0
Israel,4496.0,6.0,,54.0,,1174.0,20.0,36.0,3.0,9.0,434.0,102.0,15.0,,146.0,23.0,4.0,14.0,14.0,17.0,4.0,73.0,153.0,53.0,22.0,,32.0,,4.0,85.0,0.0,308.0,,1047.0,52.0,0.0,51.0,5.0,14.0,118.0,,28.0,,35.0,182.0,0.0,6.0,5.0,,44.0,65.0,,23.0,,0
Italy,2569.0,9.0,0.0,37.0,4.0,469.0,24.0,57.0,6.0,13.0,270.0,53.0,16.0,3.0,90.0,22.0,6.0,5.0,5.0,13.0,3.0,40.0,115.0,39.0,26.0,,22.0,7.0,,22.0,4.0,142.0,10.0,485.0,47.0,,48.0,7.0,15.0,106.0,5.0,18.0,0.0,16.0,91.0,6.0,11.0,14.0,3.0,76.0,66.0,5.0,12.0,0.0,1
Jamaica,19375.0,33.0,,28.0,10.0,288.0,38.0,906.0,64.0,42.0,5747.0,962.0,,0.0,198.0,30.0,3.0,8.0,10.0,37.0,26.0,474.0,460.0,115.0,48.0,47.0,51.0,,3.0,25.0,14.0,1192.0,,6842.0,172.0,,100.0,23.0,6.0,506.0,18.0,145.0,,53.0,295.0,0.0,14.0,3.0,7.0,234.0,18.0,13.0,52.0,6.0,0
Japan,6748.0,27.0,10.0,70.0,19.0,2094.0,83.0,42.0,5.0,22.0,236.0,130.0,523.0,17.0,180.0,54.0,24.0,23.0,33.0,30.0,8.0,91.0,133.0,138.0,60.0,21.0,38.0,7.0,12.0,74.0,16.0,265.0,22.0,786.0,87.0,,144.0,32.0,108.0,117.0,12.0,36.0,6.0,54.0,215.0,,54.0,57.0,5.0,142.0,325.0,14.0,41.0,,0
Jordan,3917.0,40.0,,57.0,7.0,730.0,11.0,15.0,,0.0,210.0,51.0,,0.0,505.0,43.0,16.0,17.0,62.0,61.0,,49.0,49.0,196.0,20.0,8.0,44.0,0.0,6.0,24.0,4.0,274.0,8.0,288.0,101.0,,248.0,22.0,10.0,101.0,,16.0,,87.0,262.0,0.0,20.0,,,125.0,53.0,6.0,58.0,0.0,0
